volcano_number,volcano_name_x,primary_volcano_type,last_eruption_year,country,region,subregion,latitude_x,longitude_x,elevation,tectonic_settings,evidence_category,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km,volcano_name_y,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude_y,longitude_y
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18165,Confirmed Eruption,,3.0,625.0,0.0,0.0,Varve Count,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18164,Confirmed Eruption,,3.0,600.0,0.0,0.0,Varve Count,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18163,Confirmed Eruption,,3.0,580.0,0.0,0.0,Varve Count,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18162,Confirmed Eruption,Summit and east flank,4.0,340.0,0.0,0.0,Radiocarbon (corrected),,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18161,Confirmed Eruption,,3.0,250.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18160,Confirmed Eruption,,3.0,150.0,0.0,0.0,Radiocarbon (corrected),,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18159,Confirmed Eruption,,3.0,-150.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18158,Confirmed Eruption,,3.0,-600.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18157,Confirmed Eruption,SE flank,2.0,-900.0,0.0,0.0,Radiocarbon (corrected),,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18156,Confirmed Eruption,,,-1050.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18155,Confirmed Eruption,,,-1200.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18154,Confirmed Eruption,,,-1450.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18153,Confirmed Eruption,,,-2550.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18152,Confirmed Eruption,,,-3650.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18151,Confirmed Eruption,,,-3750.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18150,Confirmed Eruption,,,-4000.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18149,Confirmed Eruption,,,-4250.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18148,Confirmed Eruption,,,-4450.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18147,Confirmed Eruption,,,-4920.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18146,Confirmed Eruption,,,-5450.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18145,Confirmed Eruption,,,-5550.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18144,Confirmed Eruption,,,-6050.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18143,Confirmed Eruption,,,-6550.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18142,Confirmed Eruption,,,-6650.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18141,Confirmed Eruption,,,-7150.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18140,Confirmed Eruption,,,-7650.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18139,Confirmed Eruption,,,-8050.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,2381,8037,8375,11837468,Izu-Oshima,18138,Confirmed Eruption,,,-8450.0,0.0,0.0,Tephrochronology,,,,34.724,139.394
283010,Izu-Tobu,Pyroclastic cone(s),1989,Japan,"Japan, Taiwan, Marianas",Honshu,34.9,139.098,1406,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , ,Rhyolite, , , , ,5886,61727,447660,17928355,Izu-Tobu,17379,Confirmed Eruption,Teishi-kaikyu (4 km NE of Ito City),1.0,1989.0,7.0,13.0,Historical Observations,1989.0,7.0,13.0,34.9,139.098
283010,Izu-Tobu,Pyroclastic cone(s),1989,Japan,"Japan, Taiwan, Marianas",Honshu,34.9,139.098,1406,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , ,Rhyolite, , , , ,5886,61727,447660,17928355,Izu-Tobu,17378,Uncertain Eruption,3.6 km NE of Teishi-jima,,1930.0,3.0,1.0,,,,,34.9,139.098
283010,Izu-Tobu,Pyroclastic cone(s),1989,Japan,"Japan, Taiwan, Marianas",Honshu,34.9,139.098,1406,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , ,Rhyolite, , , , ,5886,61727,447660,17928355,Izu-Tobu,17377,Confirmed Eruption,"Iwano-yama, Iyuzan, and other vents",3.0,-750.0,0.0,0.0,Tephrochronology,,,,34.9,139.098
283010,Izu-Tobu,Pyroclastic cone(s),1989,Japan,"Japan, Taiwan, Marianas",Honshu,34.9,139.098,1406,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , ,Rhyolite, , , , ,5886,61727,447660,17928355,Izu-Tobu,17376,Confirmed Eruption,Kawagodaira,4.0,-1150.0,0.0,0.0,Radiocarbon (corrected),,,,34.9,139.098
283010,Izu-Tobu,Pyroclastic cone(s),1989,Japan,"Japan, Taiwan, Marianas",Honshu,34.9,139.098,1406,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , ,Rhyolite, , , , ,5886,61727,447660,17928355,Izu-Tobu,17375,Confirmed Eruption,Yoichizaka,,-2050.0,0.0,0.0,Tephrochronology,,,,34.9,139.098
283010,Izu-Tobu,Pyroclastic cone(s),1989,Japan,"Japan, Taiwan, Marianas",Honshu,34.9,139.098,1406,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , ,Rhyolite, , , , ,5886,61727,447660,17928355,Izu-Tobu,17374,Confirmed Eruption,Omuro-yama,4.0,-2100.0,0.0,0.0,Radiocarbon (corrected),,,,34.9,139.098
283010,Izu-Tobu,Pyroclastic cone(s),1989,Japan,"Japan, Taiwan, Marianas",Honshu,34.9,139.098,1406,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , ,Rhyolite, , , , ,5886,61727,447660,17928355,Izu-Tobu,17373,Confirmed Eruption,Akakubo,3.0,-8050.0,0.0,0.0,Tephrochronology,,,,34.9,139.098
284090,Izu-Torishima,Stratovolcano,2002,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",30.484,140.303,394,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , , , , , , ,21,21,21,21,Izu-Torishima,20828,Uncertain Eruption,,2.0,2013.0,7.0,6.0,Historical Observations,2013.0,7.0,6.0,30.484,140.303
284090,Izu-Torishima,Stratovolcano,2002,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",30.484,140.303,394,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , , , , , , ,21,21,21,21,Izu-Torishima,18372,Confirmed Eruption,Iwo-yama,2.0,2002.0,8.0,12.0,Historical Observations,2002.0,8.0,20.0,30.484,140.303
284090,Izu-Torishima,Stratovolcano,2002,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",30.484,140.303,394,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , , , , , , ,21,21,21,21,Izu-Torishima,18371,Confirmed Eruption,9 km S of Torishima,2.0,1975.0,10.0,2.0,Historical Observations,,,,30.484,140.303
284090,Izu-Torishima,Stratovolcano,2002,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",30.484,140.303,394,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , , , , , , ,21,21,21,21,Izu-Torishima,18370,Confirmed Eruption,,0.0,1965.0,11.0,13.0,Hydrophonic,1965.0,12.0,5.0,30.484,140.303
284090,Izu-Torishima,Stratovolcano,2002,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",30.484,140.303,394,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , , , , , , ,21,21,21,21,Izu-Torishima,18369,Confirmed Eruption,North side of 1902 crater (Iwo-yama),3.0,1939.0,8.0,17.0,Historical Observations,1939.0,12.0,26.0,30.484,140.303
284090,Izu-Torishima,Stratovolcano,2002,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",30.484,140.303,394,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , , , , , , ,21,21,21,21,Izu-Torishima,18368,Confirmed Eruption,"Komochi-yama, N & SW offshore flanks",3.0,1902.0,8.0,7.0,Historical Observations,1902.0,8.0,24.0,30.484,140.303
284090,Izu-Torishima,Stratovolcano,2002,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",30.484,140.303,394,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , , , , , , ,21,21,21,21,Izu-Torishima,18367,Confirmed Eruption,,0.0,1871.0,4.0,0.0,Historical Observations,,,,30.484,140.303
376010,Jan Mayen,Stratovolcano,1985,Norway,Iceland and Arctic Ocean,Atlantic Ocean (Jan Mayen),71.082,-8.155,2197,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , , , , , ,0,0,0,0,Jan Mayen,12972,Confirmed Eruption,"Beerenberg (NE flank, 0-200 m)",0.0,1985.0,1.0,6.0,Historical Observations,1985.0,1.0,9.0,71.082,-8.155
376010,Jan Mayen,Stratovolcano,1985,Norway,Iceland and Arctic Ocean,Atlantic Ocean (Jan Mayen),71.082,-8.155,2197,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , , , , , ,0,0,0,0,Jan Mayen,12971,Confirmed Eruption,"Beerenberg (NE flank, Skrukkelia)",1.0,1973.0,1.0,15.0,Historical Observations,,,,71.082,-8.155
376010,Jan Mayen,Stratovolcano,1985,Norway,Iceland and Arctic Ocean,Atlantic Ocean (Jan Mayen),71.082,-8.155,2197,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , , , , , ,0,0,0,0,Jan Mayen,12970,Confirmed Eruption,"Beerenberg (NE & SW flanks, summit)",3.0,1970.0,9.0,18.0,Historical Observations,1972.0,7.0,2.0,71.082,-8.155
376010,Jan Mayen,Stratovolcano,1985,Norway,Iceland and Arctic Ocean,Atlantic Ocean (Jan Mayen),71.082,-8.155,2197,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , , , , , ,0,0,0,0,Jan Mayen,12969,Confirmed Eruption,"Beerenberg (Kokssletta, NE flank)",,1851.0,0.0,0.0,Historical Observations,,,,71.082,-8.155
376010,Jan Mayen,Stratovolcano,1985,Norway,Iceland and Arctic Ocean,Atlantic Ocean (Jan Mayen),71.082,-8.155,2197,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , , , , , ,0,0,0,0,Jan Mayen,12968,Confirmed Eruption,"Beerenberg (Dagnyhaugen, SW flank)",3.0,1818.0,4.0,0.0,Historical Observations,,,,71.082,-8.155
376010,Jan Mayen,Stratovolcano,1985,Norway,Iceland and Arctic Ocean,Atlantic Ocean (Jan Mayen),71.082,-8.155,2197,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , , , , , ,0,0,0,0,Jan Mayen,12967,Confirmed Eruption,"Beerenberg (Eggoya, SW flank)",3.0,1732.0,5.0,17.0,Historical Observations,1732.0,5.0,18.0,71.082,-8.155
376010,Jan Mayen,Stratovolcano,1985,Norway,Iceland and Arctic Ocean,Atlantic Ocean (Jan Mayen),71.082,-8.155,2197,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , , , , , ,0,0,0,0,Jan Mayen,12966,Uncertain Eruption,Beerenberg,,1558.0,0.0,0.0,,,,,71.082,-8.155
376010,Jan Mayen,Stratovolcano,1985,Norway,Iceland and Arctic Ocean,Atlantic Ocean (Jan Mayen),71.082,-8.155,2197,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , , , , , ,0,0,0,0,Jan Mayen,12965,Confirmed Eruption,"Beerenberg (Eggoya, SW flank)",,1350.0,0.0,0.0,Tephrochronology,,,,71.082,-8.155
322020,Jefferson,Stratovolcano,950,United States,Canada and Western USA,USA (Oregon),44.674,-121.8,3199,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,0,0,823,556054,Jefferson,20578,Confirmed Eruption,S of Jefferson (South Cinder Peak),,950.0,0.0,0.0,Varve Count,,,,44.674,-121.8
322020,Jefferson,Stratovolcano,950,United States,Canada and Western USA,USA (Oregon),44.674,-121.8,3199,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,0,0,823,556054,Jefferson,20577,Confirmed Eruption,SSE of Jefferson (Forked Butte),,-4500.0,0.0,0.0,Varve Count,,,,44.674,-121.8
305040,Jingbo,Volcanic field,-520,China,Kamchatka and Mainland Asia,China (eastern),44.08,128.83,1000,Intraplate / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite, , , ,Basalt / Picro-Basalt,Foidite, , , ,35038,35038,149132,2372857,Jingbo,19639,Confirmed Eruption,,,-520.0,0.0,0.0,Radiocarbon (uncorrected),,,,44.08,128.83
305040,Jingbo,Volcanic field,-520,China,Kamchatka and Mainland Asia,China (eastern),44.08,128.83,1000,Intraplate / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite, , , ,Basalt / Picro-Basalt,Foidite, , , ,35038,35038,149132,2372857,Jingbo,19638,Confirmed Eruption,,,-1540.0,0.0,0.0,Radiocarbon (uncorrected),,,,44.08,128.83
305040,Jingbo,Volcanic field,-520,China,Kamchatka and Mainland Asia,China (eastern),44.08,128.83,1000,Intraplate / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite, , , ,Basalt / Picro-Basalt,Foidite, , , ,35038,35038,149132,2372857,Jingbo,19637,Confirmed Eruption,,,-3550.0,0.0,0.0,Radiocarbon (uncorrected),,,,44.08,128.83
302060,Jom-Bolok,Volcanic field,-5180,Russia,Kamchatka and Mainland Asia,Russia (southeastern),52.713,99.021,2047,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,0,0,6,3578,Jom-Bolok,20948,Confirmed Eruption,Jom-Bolok (Atkinson cone),,-5180.0,,,Radiocarbon (corrected),,,,52.713,99.021
322190,Jordan Craters,Volcanic field,-1250,United States,Canada and Western USA,USA (Oregon),43.147,-117.46,1473,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Rhyolite, , , , , , , , ,0,0,28,232946,Jordan Craters,20615,Confirmed Eruption,Coffeepot Crater,2.0,-1250.0,0.0,0.0,Radiocarbon (uncorrected),,,,43.147,-117.46
261220,Kaba,Stratovolcano,2000,Indonesia,Indonesia,Sumatra,-3.522,102.615,1940,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,278,15352,333750,2608259,Kaba,15548,Confirmed Eruption,,1.0,2000.0,8.0,22.0,Historical Observations,2000.0,8.0,27.0,-3.522,102.615
261220,Kaba,Stratovolcano,2000,Indonesia,Indonesia,Sumatra,-3.522,102.615,1940,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,278,15352,333750,2608259,Kaba,15547,Confirmed Eruption,,2.0,1956.0,3.0,22.0,Historical Observations,1956.0,3.0,28.0,-3.522,102.615
261220,Kaba,Stratovolcano,2000,Indonesia,Indonesia,Sumatra,-3.522,102.615,1940,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,278,15352,333750,2608259,Kaba,15546,Confirmed Eruption,,2.0,1952.0,4.0,1.0,Historical Observations,1952.0,4.0,28.0,-3.522,102.615
261220,Kaba,Stratovolcano,2000,Indonesia,Indonesia,Sumatra,-3.522,102.615,1940,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,278,15352,333750,2608259,Kaba,15545,Confirmed Eruption,Kaba Vogelsang,1.0,1950.0,3.0,16.0,Historical Observations,1951.0,4.0,16.0,-3.522,102.615
261220,Kaba,Stratovolcano,2000,Indonesia,Indonesia,Sumatra,-3.522,102.615,1940,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,278,15352,333750,2608259,Kaba,15544,Confirmed Eruption,"Kaba Baru, Kaba Lama",2.0,1939.0,11.0,19.0,Historical Observations,1941.0,3.0,14.0,-3.522,102.615
261220,Kaba,Stratovolcano,2000,Indonesia,Indonesia,Sumatra,-3.522,102.615,1940,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,278,15352,333750,2608259,Kaba,15543,Uncertain Eruption,,2.0,1918.0,8.0,9.0,,,,,-3.522,102.615
261220,Kaba,Stratovolcano,2000,Indonesia,Indonesia,Sumatra,-3.522,102.615,1940,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,278,15352,333750,2608259,Kaba,15542,Confirmed Eruption,Kaba Baru,2.0,1907.0,0.0,0.0,Historical Observations,,,,-3.522,102.615
