volcano_number,volcano_name_x,primary_volcano_type,last_eruption_year,country,region,subregion,latitude_x,longitude_x,elevation,tectonic_settings,evidence_category,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km,volcano_name_y,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude_y,longitude_y
283001,Abu,Shield(s),-6850,Japan,"Japan, Taiwan, Marianas",Honshu,34.5,131.6,641,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,3597,9594,117805,4071152,Abu,17369,Confirmed Eruption,Kasa-yama,,-6850.0,0.0,0.0,Thermoluminescence,,,,34.5,131.6
342080,Acatenango,Stratovolcano(es),1972,Guatemala,México and Central America,Guatemala,14.501,-90.876,3976,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,4329,60730,1042836,7634778,Acatenango,10655,Confirmed Eruption,Pico Central-Yepocapa saddle,1.0,1972.0,11.0,12.0,Historical Observations,1972.0,12.0,16.0,14.501,-90.876
342080,Acatenango,Stratovolcano(es),1972,Guatemala,México and Central America,Guatemala,14.501,-90.876,3976,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,4329,60730,1042836,7634778,Acatenango,10654,Confirmed Eruption,Pico Central,2.0,1926.0,8.0,0.0,Historical Observations,1927.0,5.0,19.0,14.501,-90.876
342080,Acatenango,Stratovolcano(es),1972,Guatemala,México and Central America,Guatemala,14.501,-90.876,3976,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,4329,60730,1042836,7634778,Acatenango,10653,Confirmed Eruption,North slope of Pico Central,3.0,1924.0,12.0,18.0,Historical Observations,1925.0,6.0,7.0,14.501,-90.876
342080,Acatenango,Stratovolcano(es),1972,Guatemala,México and Central America,Guatemala,14.501,-90.876,3976,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,4329,60730,1042836,7634778,Acatenango,10652,Confirmed Eruption,,,1450.0,0.0,0.0,Anthropology,,,,14.501,-90.876
342080,Acatenango,Stratovolcano(es),1972,Guatemala,México and Central America,Guatemala,14.501,-90.876,3976,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,4329,60730,1042836,7634778,Acatenango,10651,Confirmed Eruption,Pico Central,,90.0,0.0,0.0,Radiocarbon (uncorrected),,,,14.501,-90.876
342080,Acatenango,Stratovolcano(es),1972,Guatemala,México and Central America,Guatemala,14.501,-90.876,3976,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,4329,60730,1042836,7634778,Acatenango,10650,Confirmed Eruption,Pico Central,,-260.0,0.0,0.0,Radiocarbon (uncorrected),,,,14.501,-90.876
342080,Acatenango,Stratovolcano(es),1972,Guatemala,México and Central America,Guatemala,14.501,-90.876,3976,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,4329,60730,1042836,7634778,Acatenango,10649,Confirmed Eruption,Pico Central,,-370.0,0.0,0.0,Radiocarbon (uncorrected),,,,14.501,-90.876
342080,Acatenango,Stratovolcano(es),1972,Guatemala,México and Central America,Guatemala,14.501,-90.876,3976,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,4329,60730,1042836,7634778,Acatenango,10648,Confirmed Eruption,Yepocapa,,-2710.0,0.0,0.0,Radiocarbon (uncorrected),,,,14.501,-90.876
213004,Acigol-Nevsehir,Caldera,-2080,Turkey,Mediterranean and Western Asia,Turkey,38.537,34.621,1683,Intraplate / Continental crust (>25 km),Eruption Dated,Rhyolite,Dacite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , ,127863,127863,218469,2253483,Acigol-Nevsehir,13904,Confirmed Eruption,,,-2080.0,0.0,0.0,Anthropology,,,,38.537,34.621
213004,Acigol-Nevsehir,Caldera,-2080,Turkey,Mediterranean and Western Asia,Turkey,38.537,34.621,1683,Intraplate / Continental crust (>25 km),Eruption Dated,Rhyolite,Dacite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , ,127863,127863,218469,2253483,Acigol-Nevsehir,13903,Confirmed Eruption,,,-2370.0,0.0,0.0,Radiocarbon (uncorrected),,,,38.537,34.621
213004,Acigol-Nevsehir,Caldera,-2080,Turkey,Mediterranean and Western Asia,Turkey,38.537,34.621,1683,Intraplate / Continental crust (>25 km),Eruption Dated,Rhyolite,Dacite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , ,127863,127863,218469,2253483,Acigol-Nevsehir,13902,Confirmed Eruption,,,-3500.0,0.0,0.0,Radiocarbon (uncorrected),,,,38.537,34.621
213004,Acigol-Nevsehir,Caldera,-2080,Turkey,Mediterranean and Western Asia,Turkey,38.537,34.621,1683,Intraplate / Continental crust (>25 km),Eruption Dated,Rhyolite,Dacite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , ,127863,127863,218469,2253483,Acigol-Nevsehir,13901,Confirmed Eruption,,,-6230.0,0.0,0.0,Radiocarbon (uncorrected),,,,38.537,34.621
213004,Acigol-Nevsehir,Caldera,-2080,Turkey,Mediterranean and Western Asia,Turkey,38.537,34.621,1683,Intraplate / Continental crust (>25 km),Eruption Dated,Rhyolite,Dacite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , ,127863,127863,218469,2253483,Acigol-Nevsehir,13900,Confirmed Eruption,,,-7810.0,0.0,0.0,Radiocarbon (uncorrected),,,,38.537,34.621
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,70,4019,393303,Adams,20517,Confirmed Eruption,East flank?,2.0,950.0,0.0,0.0,Tephrochronology,,,,46.206,-121.49
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,70,4019,393303,Adams,20516,Confirmed Eruption,,2.0,200.0,0.0,0.0,Tephrochronology,,,,46.206,-121.49
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,70,4019,393303,Adams,20515,Confirmed Eruption,,2.0,-300.0,0.0,0.0,Tephrochronology,,,,46.206,-121.49
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,70,4019,393303,Adams,20514,Confirmed Eruption,,2.0,-400.0,0.0,0.0,Tephrochronology,,,,46.206,-121.49
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,70,4019,393303,Adams,20513,Confirmed Eruption,,2.0,-550.0,0.0,0.0,Tephrochronology,,,,46.206,-121.49
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,70,4019,393303,Adams,20512,Confirmed Eruption,SSE flank (2100 m),1.0,-1850.0,0.0,0.0,Tephrochronology,,,,46.206,-121.49
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,70,4019,393303,Adams,20511,Confirmed Eruption,,2.0,-2650.0,0.0,0.0,Tephrochronology,,,,46.206,-121.49
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,70,4019,393303,Adams,20510,Confirmed Eruption,SSE flank (2600 m),1.0,-2950.0,0.0,0.0,Tephrochronology,,,,46.206,-121.49
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,70,4019,393303,Adams,20509,Confirmed Eruption,,2.0,-3250.0,0.0,0.0,Tephrochronology,,,,46.206,-121.49
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,70,4019,393303,Adams,20508,Confirmed Eruption,,2.0,-3550.0,0.0,0.0,Tephrochronology,,,,46.206,-121.49
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,70,4019,393303,Adams,20507,Confirmed Eruption,NNE flank (2100-2250 m),1.0,-3800.0,0.0,0.0,Tephrochronology,,,,46.206,-121.49
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,70,4019,393303,Adams,20506,Confirmed Eruption,Upper SW flank?,2.0,-4050.0,0.0,0.0,Tephrochronology,,,,46.206,-121.49
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,70,4019,393303,Adams,20505,Confirmed Eruption,NW flank (2200-2400 m),2.0,-4550.0,0.0,0.0,Tephrochronology,,,,46.206,-121.49
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,70,4019,393303,Adams,20504,Confirmed Eruption,,2.0,-5150.0,0.0,0.0,Tephrochronology,,,,46.206,-121.49
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,70,4019,393303,Adams,20503,Confirmed Eruption,,2.0,-7050.0,0.0,0.0,Tephrochronology,,,,46.206,-121.49
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,428,3936,717078,5024654,Adatarayama,17913,Confirmed Eruption,Numanotaira,1.0,1996.0,9.0,1.0,Historical Observations,1996.0,9.0,1.0,37.647,140.281
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,428,3936,717078,5024654,Adatarayama,17912,Confirmed Eruption,Numanotaira,2.0,1900.0,7.0,17.0,Historical Observations,1900.0,7.0,17.0,37.647,140.281
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,428,3936,717078,5024654,Adatarayama,17911,Confirmed Eruption,Numanotaira,2.0,1899.0,8.0,24.0,Historical Observations,1899.0,11.0,12.0,37.647,140.281
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,428,3936,717078,5024654,Adatarayama,17910,Uncertain Eruption,Numanotaira,1.0,1813.0,1.0,10.0,,,,,37.647,140.281
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,428,3936,717078,5024654,Adatarayama,17909,Confirmed Eruption,Numanotaira,,950.0,0.0,0.0,Tephrochronology,,,,37.647,140.281
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,428,3936,717078,5024654,Adatarayama,17908,Confirmed Eruption,Numanotaira,,-50.0,0.0,0.0,Tephrochronology,,,,37.647,140.281
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,428,3936,717078,5024654,Adatarayama,17907,Confirmed Eruption,Numanotaira,3.0,-590.0,0.0,0.0,Radiocarbon (corrected),,,,37.647,140.281
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,428,3936,717078,5024654,Adatarayama,17906,Confirmed Eruption,Numanotaira,,-1550.0,0.0,0.0,Tephrochronology,,,,37.647,140.281
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,428,3936,717078,5024654,Adatarayama,17905,Confirmed Eruption,Numanotaira,3.0,-2600.0,0.0,0.0,Radiocarbon (corrected),,,,37.647,140.281
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,428,3936,717078,5024654,Adatarayama,17904,Confirmed Eruption,Numanotaira,3.0,-4300.0,0.0,0.0,Tephrochronology,,,,37.647,140.281
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,428,3936,717078,5024654,Adatarayama,17903,Confirmed Eruption,Numanotaira,3.0,-6150.0,0.0,0.0,Radiocarbon (corrected),,,,37.647,140.281
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,428,3936,717078,5024654,Adatarayama,17902,Confirmed Eruption,Numanotaira,3.0,-6650.0,0.0,0.0,Radiocarbon (corrected),,,,37.647,140.281
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,428,3936,717078,5024654,Adatarayama,17901,Confirmed Eruption,Numanotaira,3.0,-8050.0,0.0,0.0,Tephrochronology,,,,37.647,140.281
221170,Adwa,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,10.07,40.84,1733,Rift zone / Intermediate crust (15-25 km),Evidence Credible,Rhyolite,Basalt / Picro-Basalt,Trachyte / Trachydacite, , , , , , , ,101,485,18645,1242922,Adwa,13950,Uncertain Eruption,,2.0,1928.0,0.0,0.0,,,,,10.07,40.84
221170,Adwa,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,10.07,40.84,1733,Rift zone / Intermediate crust (15-25 km),Evidence Credible,Rhyolite,Basalt / Picro-Basalt,Trachyte / Trachydacite, , , , , , , ,101,485,18645,1242922,Adwa,13949,Uncertain Eruption,,2.0,1828.0,0.0,0.0,,,,,10.07,40.84
284160,Agrigan,Stratovolcano,1917,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",18.77,145.67,965,Subduction zone / Crustal thickness unknown,Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,0,0,Agrigan,18502,Confirmed Eruption,,4.0,1917.0,4.0,9.0,Historical Observations,,,,18.77,145.67
342100,Agua,Stratovolcano,Unknown,Guatemala,México and Central America,Guatemala,14.465,-90.743,3760,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , ,Dacite, , , , ,9890,114404,2530449,7441660,Agua,10734,Discredited Eruption,,,1541.0,9.0,11.0,,,,,14.465,-90.743
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,Azores,37.77,-25.47,947,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , ,406,17272,113131,119653,Agua de Pau,13033,Confirmed Eruption,Lagoa do Fogo caldera,2.0,1564.0,2.0,10.0,Historical Observations,1564.0,2.0,12.0,37.77,-25.47
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,Azores,37.77,-25.47,947,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , ,406,17272,113131,119653,Agua de Pau,13032,Confirmed Eruption,"Caldera, NW flank (Cerro Queimado)",5.0,1563.0,6.0,28.0,Historical Observations,1563.0,7.0,26.0,37.77,-25.47
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,Azores,37.77,-25.47,947,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , ,406,17272,113131,119653,Agua de Pau,13031,Confirmed Eruption,WNW flank (Mos),,700.0,0.0,0.0,Radiocarbon (uncorrected),,,,37.77,-25.47
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,Azores,37.77,-25.47,947,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , ,406,17272,113131,119653,Agua de Pau,13030,Confirmed Eruption,NW flank (251 m),,160.0,0.0,0.0,Radiocarbon (uncorrected),,,,37.77,-25.47
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,Azores,37.77,-25.47,947,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , ,406,17272,113131,119653,Agua de Pau,13029,Confirmed Eruption,Lagoa do Fogo caldera,4.0,-1290.0,0.0,0.0,Radiocarbon (uncorrected),,,,37.77,-25.47
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,Azores,37.77,-25.47,947,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , ,406,17272,113131,119653,Agua de Pau,13028,Confirmed Eruption,East flank (Lagoa do Congro),3.0,-1850.0,0.0,0.0,Radiocarbon (uncorrected),,,,37.77,-25.47
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,Azores,37.77,-25.47,947,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , ,406,17272,113131,119653,Agua de Pau,13027,Confirmed Eruption,East flank (East Congo maar),,-2210.0,0.0,0.0,Radiocarbon (uncorrected),,,,37.77,-25.47
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,Azores,37.77,-25.47,947,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , ,406,17272,113131,119653,Agua de Pau,13026,Confirmed Eruption,Lagoa do Fogo caldera and north flank,5.0,-2990.0,0.0,0.0,Radiocarbon (uncorrected),,,,37.77,-25.47
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,Azores,37.77,-25.47,947,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , ,406,17272,113131,119653,Agua de Pau,13025,Confirmed Eruption,SW flank (449 m),,-4550.0,0.0,0.0,Radiocarbon (uncorrected),,,,37.77,-25.47
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,Azores,37.77,-25.47,947,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , ,406,17272,113131,119653,Agua de Pau,13024,Confirmed Eruption,West flank (Pico Joao Fernandes),,-6750.0,0.0,0.0,Radiocarbon (uncorrected),,,,37.77,-25.47
358062,Aguilera,Stratovolcano,-1250,Chile,South America,Southern Chile and Argentina,-50.33,-73.75,2546,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite, , , , , , , , , ,0,0,103,5698,Aguilera,12308,Confirmed Eruption,,5.0,-1250.0,0.0,0.0,Radiocarbon (corrected),,,,-50.33,-73.75
358062,Aguilera,Stratovolcano,-1250,Chile,South America,Southern Chile and Argentina,-50.33,-73.75,2546,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite, , , , , , , , , ,0,0,103,5698,Aguilera,12307,Confirmed Eruption,,,-2610.0,0.0,0.0,Radiocarbon (uncorrected),,,,-50.33,-73.75
264020,Agung,Stratovolcano,2019,Indonesia,Indonesia,Lesser Sunda Islands,-8.343,115.508,2997,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,5657,76781,968381,4550176,Agung,22241,Confirmed Eruption,Summit crater,3.0,2017.0,11.0,21.0,Historical Observations,2019.0,6.0,13.0,-8.343,115.508
264020,Agung,Stratovolcano,2019,Indonesia,Indonesia,Lesser Sunda Islands,-8.343,115.508,2997,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,5657,76781,968381,4550176,Agung,16210,Confirmed Eruption,,5.0,1963.0,2.0,18.0,Historical Observations,1964.0,1.0,27.0,-8.343,115.508
264020,Agung,Stratovolcano,2019,Indonesia,Indonesia,Lesser Sunda Islands,-8.343,115.508,2997,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,5657,76781,968381,4550176,Agung,16209,Confirmed Eruption,,5.0,1843.0,0.0,0.0,Historical Observations,,,,-8.343,115.508
264020,Agung,Stratovolcano,2019,Indonesia,Indonesia,Lesser Sunda Islands,-8.343,115.508,2997,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,5657,76781,968381,4550176,Agung,16208,Uncertain Eruption,,2.0,1821.0,3.0,16.0,,,,,-8.343,115.508
264020,Agung,Stratovolcano,2019,Indonesia,Indonesia,Lesser Sunda Islands,-8.343,115.508,2997,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,5657,76781,968381,4550176,Agung,16207,Confirmed Eruption,,2.0,1808.0,0.0,0.0,Historical Observations,,,,-8.343,115.508
284141,Ahyi,Submarine,2014,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.42,145.03,-75,Subduction zone / Crustal thickness unknown,Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,0,0,0,Ahyi,20936,Confirmed Eruption,,0.0,2014.0,4.0,24.0,Hydrophonic,2014.0,5.0,17.0,20.42,145.03
284141,Ahyi,Submarine,2014,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.42,145.03,-75,Subduction zone / Crustal thickness unknown,Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,0,0,0,Ahyi,18474,Confirmed Eruption,"20.34°N, 145.02°E",0.0,2001.0,4.0,24.0,Hydrophonic,2001.0,4.0,25.0,20.42,145.03
284141,Ahyi,Submarine,2014,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.42,145.03,-75,Subduction zone / Crustal thickness unknown,Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,0,0,0,Ahyi,18470,Uncertain Eruption,,0.0,1979.0,11.0,15.0,,,,,20.42,145.03
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,22203,Confirmed Eruption,Minamidake summit crater,1.0,2017.0,3.0,25.0,Historical Observations,2020.0,4.0,17.0,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17088,Confirmed Eruption,Minami-dake and east flank (Showa crater),3.0,1955.0,10.0,13.0,Historical Observations,2016.0,8.0,22.0,31.593,130.657
